iso_alpha_3,date,deaths,confirmed,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,population,date_obs,day
FRA,2021-06-26,12,2128,208637,524986,153296,395907,9024,66977107,168,6
FRA,2021-06-27,17,1578,52476,212036,55925,164851,8986,66977107,169,7
FRA,2021-06-28,44,256,320570,608521,154813,478128,8846,66977107,170,1
FRA,2021-06-29,33,2083,263461,692741,182754,539234,8627,66977107,171,2
FRA,2021-06-30,23,1279,268619,691350,204047,519529,8451,66977107,172,3
FRA,2021-07-01,29,2664,324362,692280,231467,498518,8232,66977107,173,4
FRA,2021-07-02,23,2470,397576,750857,228706,562334,8044,66977107,174,5
FRA,2021-07-03,17,3006,268347,511729,142060,395245,7912,66977107,175,6
FRA,2021-07-04,9,2549,67444,198037,56765,150696,7913,66977107,176,7
FRA,2021-07-05,31,439,374362,588871,168555,448583,7806,66977107,177,1
FRA,2021-07-06,27,2323,294415,673216,196812,511119,7637,66977107,178,2
FRA,2021-07-07,22,3802,309706,654130,213258,477426,7539,66977107,179,3
FRA,2021-07-08,25,4442,358927,657929,231680,468068,7384,66977107,180,4
FRA,2021-07-09,16,4377,464997,741902,228644,557353,7275,66977107,181,5
FRA,2021-07-10,19,4696,344417,489553,148640,368867,7183,66977107,182,6
FRA,2021-07-11,4,4256,90473,170549,60217,120957,7183,66977107,183,7
FRA,2021-07-12,23,617,393084,648911,169444,512423,7137,66977107,184,1
FRA,2021-07-13,50,6810,405806,815973,287312,585623,7076,66977107,185,2
FRA,2021-07-15,14,10781,444275,850826,347131,571553,7054,66977107,187,4
FRA,2021-07-16,22,10908,492285,877102,380125,574119,6971,66977107,188,5
FRA,2021-07-17,16,10949,368039,580266,259757,368585,6922,66977107,189,6
FRA,2021-07-18,5,12532,100578,224621,109747,132999,6936,66977107,190,7
FRA,2021-07-19,12,1690,443022,711033,285528,478874,7041,66977107,191,1
FRA,2021-07-20,29,17989,418215,829871,376946,523530,6912,66977107,192,2
FRA,2021-07-21,10,20081,514919,804220,395847,481800,6869,66977107,193,3
FRA,2021-07-22,11,21909,497572,830112,441094,471766,6832,66977107,194,4
FRA,2021-07-23,36,19270,725373,864191,440353,509907,6802,66977107,195,5
FRA,2021-07-24,22,25624,566319,555379,285264,321989,6787,66977107,196,6
FRA,2021-07-25,6,15242,142941,201283,121130,100272,6843,66977107,197,7
FRA,2021-07-26,37,2602,631045,671197,347455,384677,7079,66977107,198,1
FRA,2021-07-27,25,26871,531490,785082,464124,400403,7137,66977107,199,2
FRA,2021-07-28,33,25037,537463,750493,459485,366978,7208,66977107,200,3
FRA,2021-07-29,23,25054,605083,767766,489869,356963,7236,66977107,201,4
FRA,2021-07-30,62,24199,842568,766134,461863,380803,7363,66977107,202,5
FRA,2021-07-31,43,23471,622342,471363,285426,231505,7409,66977107,203,6
FRA,2021-08-01,18,19600,158751,162220,112056,65685,7581,66977107,204,7
FRA,2021-08-02,23,0,670228,577309,341681,284711,7840,66977107,205,1
FRA,2021-08-03,44,20665,550975,644802,398648,304491,7974,66977107,206,2
FRA,2021-08-04,31,27436,550362,595996,384887,265628,8134,66977107,207,3
FRA,2021-08-05,52,26445,599875,596260,366208,281715,8210,66977107,208,4
FRA,2021-08-06,53,24019,812156,632808,359762,326583,8368,66977107,209,5
FRA,2021-08-07,32,25755,623723,392228,213153,210039,8425,66977107,210,6
FRA,2021-08-08,28,20450,181539,137677,74213,73621,8685,66977107,211,7
FRA,2021-08-09,61,3299,944994,518896,258780,297472,9022,66977107,212,1
FRA,2021-08-10,49,21211,823024,585600,306900,323418,9153,66977107,213,2
FRA,2021-08-11,42,27512,774140,540751,279770,301601,9233,66977107,214,3
FRA,2021-08-12,76,28391,863183,551244,271575,320250,9465,66977107,215,4
FRA,2021-08-13,89,26238,1002854,531895,252181,316947,9546,66977107,216,5
FRA,2021-08-14,53,24427,840204,343164,145366,218979,9648,66977107,217,6
FRA,2021-08-15,44,21172,197594,89710,39403,55668,9798,66977107,218,7
FRA,2021-08-16,25,5593,975290,505201,186198,345378,10151,66977107,219,1
FRA,2021-08-17,83,12723,820966,553156,215721,368821,10219,66977107,220,2
FRA,2021-08-18,102,27631,753752,525057,199083,354528,10336,66977107,221,3
FRA,2021-08-19,129,23950,856157,519088,192053,355946,10392,66977107,222,4
FRA,2021-08-20,51,20503,1064544,554493,186495,396598,10515,66977107,223,5
FRA,2021-08-21,129,22636,769386,343656,104816,254561,10463,66977107,224,6
FRA,2021-08-22,115,17300,182269,119417,31950,92162,10651,66977107,225,7
FRA,2021-08-23,62,1823,896723,499566,141003,379588,11007,66977107,226,1
FRA,2021-08-24,115,24445,737953,540947,162524,402814,11066,66977107,227,2
FRA,2021-08-25,68,20857,674126,503918,151165,375393,11171,66977107,228,3
FRA,2021-08-26,121,19404,756367,488246,142899,367561,11104,66977107,229,4
FRA,2021-08-27,99,0,979144,539491,148458,414864,11162,66977107,230,5
FRA,2021-08-29,53,13630,170086,111201,27325,88273,11092,66977107,232,7
FRA,2021-08-30,37,0,823407,446716,117432,342387,11245,66977107,233,1
FRA,2021-08-31,130,0,643380,473488,128835,353926,11120,66977107,234,2
FRA,2021-09-01,81,30745,572240,444273,136169,302401,11119,66977107,235,3
FRA,2021-09-02,109,14153,618841,388401,114655,262098,10934,66977107,236,4
FRA,2021-09-03,28,12908,845869,440971,118331,309304,10816,66977107,237,5
FRA,2021-09-04,83,13336,658105,320289,89894,230487,10654,66977107,238,6
FRA,2021-09-05,49,10410,140326,70560,21367,48279,10644,66977107,239,7
FRA,2021-09-06,117,2289,689352,288158,75702,190660,10757,66977107,240,1
FRA,2021-09-07,94,13802,550563,294790,80317,191036,10646,66977107,241,2
FRA,2021-09-08,0,0,518139,326796,91014,216567,10438,66977107,242,3
FRA,2021-09-09,90,17590,613616,275414,76986,174119,10323,66977107,243,4
FRA,2021-09-10,94,9898,836732,335643,96051,214897,10115,66977107,244,5
FRA,2021-09-11,46,9601,637366,248669,67169,178184,10018,66977107,245,6
FRA,2021-09-12,29,7679,137518,47708,12830,34139,10012,66977107,246,7
FRA,2021-09-13,67,1291,665625,232017,64581,134168,9986,66977107,247,1
FRA,2021-09-14,94,10327,549994,258985,73504,135745,9739,66977107,248,2
FRA,2021-09-15,0,0,497412,300132,76668,174677,9555,66977107,249,3
FRA,2021-09-16,31,12814,564482,238583,63898,117880,9297,66977107,250,4
FRA,2021-09-17,87,6935,792074,285884,75093,159726,9070,66977107,251,5
FRA,2021-09-18,42,7414,578078,203509,48244,144317,8912,66977107,252,6
FRA,2021-09-19,28,5814,120099,33997,7908,24875,8887,66977107,253,7
FRA,2021-09-20,0,0,614066,188489,44580,96241,8845,66977107,254,1
FRA,2021-09-21,104,6648,508975,207134,45918,98384,8594,66977107,255,2
FRA,2021-09-22,51,6408,454373,246585,48711,144842,8414,66977107,256,3
FRA,2021-09-23,61,5835,532092,197863,43298,91269,8237,66977107,257,4
FRA,2021-09-24,53,5879,733914,240293,52324,132387,8107,66977107,258,5
FRA,2021-09-25,0,5216,532213,167205,35225,118647,7980,66977107,259,6
FRA,2021-09-26,14,4706,106537,25643,5561,18691,7994,66977107,260,7
FRA,2021-09-27,71,642,573435,158200,33988,78781,7980,66977107,261,1
FRA,2021-09-28,47,6617,486107,166844,36524,74326,7801,66977107,262,2
FRA,2021-09-29,36,4963,435906,198598,44426,102843,7726,66977107,263,3
FRA,2021-09-30,61,4848,528412,166473,36349,71482,7565,66977107,264,4
FRA,2021-10-01,47,4857,707402,222528,61720,101413,7410,66977107,265,5
FRA,2021-10-02,30,4948,528244,138938,39473,81737,7294,66977107,266,6
FRA,2021-10-03,9,3744,99482,18318,5290,11255,7308,66977107,267,7
FRA,2021-10-04,43,536,512770,146431,35208,59500,7299,66977107,268,1
FRA,2021-10-05,40,4384,456622,159486,33937,62111,7096,66977107,269,2
FRA,2021-10-06,19,3609,403399,187916,42728,80184,7038,66977107,270,3
FRA,2021-10-07,33,4893,472114,158396,30577,59498,6903,66977107,271,4
FRA,2021-10-08,38,4160,675199,219312,49486,89884,6805,66977107,272,5
FRA,2021-10-09,15,4734,513603,126212,33677,64141,6706,66977107,273,6
FRA,2021-10-10,8,3991,92319,15354,4722,7940,6737,66977107,274,7
FRA,2021-10-11,35,1120,507216,141778,30736,50603,6729,66977107,275,1
FRA,2021-10-12,52,5807,444941,156911,31651,51309,6629,66977107,276,2
FRA,2021-10-13,0,0,413783,177598,40168,62797,6601,66977107,277,3
FRA,2021-10-14,27,9220,807784,152132,30364,49694,6523,66977107,278,4
FRA,2021-10-15,34,5789,373257,213648,44961,70334,6470,66977107,279,5
FRA,2021-10-16,15,4899,283684,112161,31335,46700,6437,66977107,280,6
FRA,2021-10-17,5,3778,60691,12733,3898,5677,6448,66977107,281,7
FRA,2021-10-18,46,1057,390994,139215,29217,42559,6468,66977107,282,1
FRA,2021-10-19,14,5095,347374,149313,27196,43201,6483,66977107,283,2
FRA,2021-10-20,23,5791,314646,184891,35347,51808,6465,66977107,284,3
FRA,2021-10-21,37,6013,341960,155454,26169,41971,6453,66977107,285,4
FRA,2021-10-22,23,5611,436568,206065,38450,59354,6400,66977107,286,5
FRA,2021-10-23,23,6291,335678,113762,27034,42426,6348,66977107,287,6
FRA,2021-10-24,4,5005,64778,11402,2947,5014,6377,66977107,288,7
FRA,2021-10-25,43,1283,350749,144809,26110,35481,6405,66977107,289,1
FRA,2021-10-26,28,6040,292826,146212,23770,32158,6445,66977107,290,2
FRA,2021-10-27,33,6528,284137,185705,30116,44036,6489,66977107,291,3
FRA,2021-10-28,28,5899,287491,147436,23611,31193,6541,66977107,292,4
FRA,2021-10-29,17,6098,377080,200594,31590,46497,6534,66977107,293,5
FRA,2021-10-30,22,7360,331869,104251,20578,32918,6524,66977107,294,6
FRA,2021-10-31,12,6329,75151,9849,2519,3844,6572,66977107,295,7
FRA,2021-11-01,2,1627,85890,16640,8544,5020,6639,66977107,296,1
FRA,2021-11-02,87,2007,370383,160253,26387,36236,6680,66977107,297,2
FRA,2021-11-03,35,10050,281034,197192,30134,43556,6764,66977107,298,3
FRA,2021-11-04,39,8679,275655,169105,23824,31574,6718,66977107,299,4
FRA,2021-11-05,24,8779,367269,227273,32422,44651,6735,66977107,300,5
FRA,2021-11-06,25,9605,303285,121139,21554,32384,6667,66977107,301,6
FRA,2021-11-07,10,8547,64066,11798,2430,3999,6709,66977107,302,7
FRA,2021-11-08,42,1757,372119,185839,20634,30950,6865,66977107,303,1
FRA,2021-11-09,39,12039,329544,229179,22443,32853,6851,66977107,304,2
FRA,2021-11-10,33,10999,354449,274013,31621,44022,6906,66977107,305,3
FRA,2021-11-11,13,12450,86191,24521,4750,5906,6952,66977107,306,4
FRA,2021-11-12,48,3761,481374,268244,29104,41712,7046,66977107,307,5
FRA,2021-11-13,16,14646,331507,133802,20357,28226,7050,66977107,308,6
FRA,2021-11-14,17,12496,68200,13411,2367,3362,7111,66977107,309,7
FRA,2021-11-15,71,2978,459013,220297,20525,27780,7361,66977107,310,1
FRA,2021-11-16,47,19778,433517,268384,23675,27699,7535,66977107,311,2
FRA,2021-11-17,56,20215,405954,281096,30545,36446,7663,66977107,312,3
FRA,2021-11-18,49,18908,445069,261365,23460,29388,7787,66977107,313,4
FRA,2021-11-19,47,20695,569305,338806,33696,39903,7940,66977107,314,5
FRA,2021-11-20,23,22678,422427,164487,25426,29267,7974,66977107,315,6
FRA,2021-11-21,15,19749,79452,16812,2666,3443,8038,66977107,316,7
FRA,2021-11-22,95,4818,615117,236842,22824,18909,8338,66977107,317,1
FRA,2021-11-23,83,30395,600805,301240,25738,24111,8525,66977107,318,2
FRA,2021-11-24,79,30396,589266,311038,31823,34472,8765,66977107,319,3
FRA,2021-11-25,67,33329,660477,331557,25654,25046,8981,66977107,320,4
FRA,2021-11-26,60,34294,770498,488357,33256,37393,9181,66977107,321,5
FRA,2021-11-27,32,37057,547020,288429,23508,28438,9271,66977107,322,6
FRA,2021-11-28,21,31581,113164,70822,3528,4057,9381,66977107,323,7
FRA,2021-11-29,122,8279,853036,415948,19449,23088,9860,66977107,324,1
FRA,2021-11-30,111,44882,812198,555066,24789,26790,10249,66977107,325,2
FRA,2021-12-01,91,49408,794169,573205,27401,31306,10558,66977107,326,3
FRA,2021-12-02,102,48370,845706,622131,22133,20993,10790,66977107,327,4
FRA,2021-12-03,121,49572,920608,716300,25582,34320,11103,66977107,328,5
FRA,2021-12-04,48,51464,707585,415632,18342,25659,11340,66977107,329,6
FRA,2021-12-05,27,42153,156009,116218,4158,4852,11526,66977107,330,7
FRA,2021-12-06,192,11278,1024612,595580,28452,25213,12096,66977107,331,1
FRA,2021-12-07,164,56241,909763,762118,23569,28502,12714,66977107,332,2
FRA,2021-12-08,132,61176,877126,711171,25527,34931,13044,66977107,333,3
FRA,2021-12-09,127,56649,915084,783660,24087,28950,13363,66977107,334,4
FRA,2021-12-10,145,54925,956616,877206,28079,37923,13629,66977107,335,5
FRA,2021-12-11,67,53919,733917,532545,20255,29937,13855,66977107,336,6
FRA,2021-12-12,48,43848,178044,171413,5685,6383,14050,66977107,337,7
FRA,2021-12-13,235,11465,1079281,701597,21372,29628,14527,66977107,338,1
FRA,2021-12-14,156,59990,929159,914678,27991,35393,14819,66977107,339,2
FRA,2021-12-15,147,65427,926097,839387,28458,39482,15062,66977107,340,3
FRA,2021-12-16,172,60556,956920,910451,28058,35072,15142,66977107,341,4
FRA,2021-12-17,160,57987,1028546,970640,31665,43319,15410,66977107,342,5
FRA,2021-12-18,85,58536,807559,577659,24945,30036,15370,66977107,343,6
FRA,2021-12-19,75,48473,209783,207100,8771,7832,15528,66977107,344,7
FRA,2021-12-20,216,14871,1011572,722216,31785,33807,15918,66977107,345,1
FRA,2021-12-21,227,72580,979788,836284,39484,38745,16076,66977107,346,2
FRA,2021-12-22,169,84094,1152207,716751,39566,37074,16118,66977107,347,3
FRA,2021-12-23,165,86555,1515618,555879,33794,30087,16060,66977107,348,4
FRA,2021-12-24,167,94124,1347404,148170,10701,11636,16173,66977107,349,5
FRA,2021-12-25,84,104611,182190,11973,780,2047,16162,66977107,350,6
FRA,2021-12-26,96,27697,262871,68845,4699,4735,16365,66977107,351,7
FRA,2021-12-27,245,29614,1315367,569411,30510,33013,16921,66977107,352,1
FRA,2021-12-28,294,179316,1234767,703168,38369,35081,17405,66977107,353,2
FRA,2021-12-29,173,202293,1329908,630995,39882,33081,17856,66977107,354,3
FRA,2021-12-30,180,206243,1599067,533577,35928,29500,18321,66977107,355,4
FRA,2021-12-31,189,232200,1605150,154427,12053,11263,18715,66977107,356,5
FRA,2022-01-01,110,219126,196469,13384,1597,1808,18811,66977107,357,6
FRA,2022-01-02,91,58432,375601,77708,6131,5109,19043,66977107,358,7
FRA,2022-01-03,270,67461,1928879,626394,39751,36875,19606,66977107,359,1
FRA,2022-01-04,342,264184,1683652,797081,42316,40642,20186,66977107,360,2
FRA,2022-01-05,236,322894,1712872,736074,61226,43793,20688,66977107,361,3
FRA,2022-01-06,204,258787,1910421,796394,44321,40216,21169,66977107,362,4
FRA,2022-01-07,186,323143,1816239,888015,50847,46837,21605,66977107,363,5
FRA,2022-01-08,142,303669,1281584,550337,45015,35043,21721,66977107,364,6
FRA,2022-01-09,90,296097,445598,171090,15614,11481,21982,66977107,365,7
FRA,2022-01-10,279,87577,2222575,599892,35425,43021,22749,66977107,366,1
FRA,2022-01-11,339,359550,1634690,693052,41956,42393,23371,66977107,367,2
