iso_alpha_3,date,deaths,confirmed,tests,vaccines,people_vaccinated,people_fully_vaccinated,hosp,population
FRA,2021-08-24,112362,6517026,123030615,85851695,48322557,42294971,11066,66977107
FRA,2021-08-25,112430,6537883,123704741,86355613,48473722,42670364,11171,66977107
FRA,2021-08-26,112551,6557287,124461108,86843859,48616621,43037925,11104,66977107
FRA,2021-08-27,112650,6557287,125440252,87383350,48765079,43452789,11162,66977107
FRA,2021-08-28,112604,6591438,126166287,87725079,48855761,43717753,11052,66977107
FRA,2021-08-29,112657,6605068,126336373,87836280,48883086,43806026,11092,66977107
FRA,2021-08-30,112694,6605068,127159780,88282996,49000518,44148413,11245,66977107
FRA,2021-08-31,112824,6605068,127803160,88756484,49129353,44502339,11120,66977107
FRA,2021-09-01,112905,6635813,128375400,89200757,49265522,44804740,11119,66977107
FRA,2021-09-02,113014,6649966,128994241,89589158,49380177,45066838,10934,66977107
FRA,2021-09-03,113042,6662874,129840110,90030129,49498508,45376142,10816,66977107
FRA,2021-09-04,113125,6676210,130498215,90350418,49588402,45606629,10654,66977107
FRA,2021-09-05,113174,6686620,130638541,90420978,49609769,45654908,10644,66977107
FRA,2021-09-06,113291,6688909,131327893,90709136,49685471,45845568,10757,66977107
FRA,2021-09-07,113385,6702711,131878456,91003926,49765788,46036604,10646,66977107
FRA,2021-09-08,113385,6702711,132396595,91330722,49856802,46253171,10438,66977107
FRA,2021-09-09,113475,6720301,133010211,91606136,49933788,46427290,10323,66977107
FRA,2021-09-10,113569,6730199,133846943,91941779,50029839,46642187,10115,66977107
FRA,2021-09-11,113615,6739800,134484309,92190448,50097008,46820371,10018,66977107
FRA,2021-09-12,113644,6747479,134621827,92238156,50109838,46854510,10012,66977107
FRA,2021-09-13,113711,6748770,135287452,92470173,50174419,46988678,9986,66977107
FRA,2021-09-14,113805,6759097,135837446,92729158,50247923,47124423,9739,66977107
FRA,2021-09-15,113805,6759097,136334858,93029290,50324591,47299100,9555,66977107
FRA,2021-09-16,113836,6771911,136899340,93267873,50388489,47416980,9297,66977107
FRA,2021-09-17,113923,6778846,137691414,93553757,50463582,47576706,9070,66977107
FRA,2021-09-18,113965,6786260,138269492,93757266,50511826,47721023,8912,66977107
FRA,2021-09-19,113993,6792074,138389591,93791263,50519734,47745898,8887,66977107
FRA,2021-09-20,113993,6792074,139003657,93979752,50564314,47842139,8845,66977107
FRA,2021-09-21,114097,6798722,139512632,94186886,50610232,47940523,8594,66977107
FRA,2021-09-22,114148,6805130,139967005,94433471,50658943,48085365,8414,66977107
FRA,2021-09-23,114209,6810965,140499097,94631334,50702241,48176634,8237,66977107
FRA,2021-09-24,114262,6816844,141233011,94871627,50754565,48309021,8107,66977107
FRA,2021-09-25,114262,6822060,141765224,95038832,50789790,48427668,7980,66977107
FRA,2021-09-26,114276,6826766,141871761,95064475,50795351,48446359,7994,66977107
FRA,2021-09-27,114347,6827408,142445196,95222675,50829339,48525140,7980,66977107
FRA,2021-09-28,114394,6834025,142931303,95389519,50865863,48599466,7801,66977107
FRA,2021-09-29,114430,6838988,143367209,95588117,50910289,48702309,7726,66977107
FRA,2021-09-30,114491,6843836,143895621,95754590,50946638,48773791,7565,66977107
FRA,2021-10-01,114538,6848693,144603023,95977118,51008358,48875204,7410,66977107
FRA,2021-10-02,114568,6853641,145131267,96116056,51047831,48956941,7294,66977107
FRA,2021-10-03,114577,6857385,145230749,96134374,51053121,48968196,7308,66977107
FRA,2021-10-04,114620,6857921,145743519,96280805,51088329,49027696,7299,66977107
FRA,2021-10-05,114660,6862305,146200141,96440291,51122266,49089807,7096,66977107
FRA,2021-10-06,114679,6865914,146603540,96628207,51164994,49169991,7038,66977107
FRA,2021-10-07,114712,6870807,147075654,96786603,51195571,49229489,6903,66977107
FRA,2021-10-08,114750,6874967,147750853,97005915,51245057,49319373,6805,66977107
FRA,2021-10-09,114765,6879701,148264456,97132127,51278734,49383514,6706,66977107
FRA,2021-10-10,114773,6883692,148356775,97147481,51283456,49391454,6737,66977107
FRA,2021-10-11,114808,6884812,148863991,97289259,51314192,49442057,6729,66977107
FRA,2021-10-12,114860,6890619,149308932,97446170,51345843,49493366,6629,66977107
FRA,2021-10-13,114860,6890619,149722715,97623768,51386011,49556163,6601,66977107
FRA,2021-10-14,114887,6899839,150530499,97775900,51416375,49605857,6523,66977107
FRA,2021-10-15,114921,6905628,150903756,97989548,51461336,49676191,6470,66977107
FRA,2021-10-16,114936,6910527,151187440,98101709,51492671,49722891,6437,66977107
FRA,2021-10-17,114941,6914305,151248131,98114442,51496569,49728568,6448,66977107
FRA,2021-10-18,114987,6915362,151639125,98253657,51525786,49771127,6468,66977107
FRA,2021-10-19,115001,6920457,151986499,98402970,51552982,49814328,6483,66977107
FRA,2021-10-20,115024,6926248,152301145,98587861,51588329,49866136,6465,66977107
FRA,2021-10-21,115061,6932261,152643105,98743315,51614498,49908107,6453,66977107
FRA,2021-10-22,115084,6937872,153079673,98949380,51652948,49967461,6400,66977107
FRA,2021-10-23,115107,6944163,153415351,99063142,51679982,50009887,6348,66977107
FRA,2021-10-24,115111,6949168,153480129,99074544,51682929,50014901,6377,66977107
FRA,2021-10-25,115154,6950451,153830878,99219353,51709039,50050382,6405,66977107
FRA,2021-10-26,115182,6956491,154123704,99365565,51732809,50082540,6445,66977107
FRA,2021-10-27,115215,6963019,154407841,99551270,51762925,50126576,6489,66977107
FRA,2021-10-28,115243,6968918,154695332,99698706,51786536,50157769,6541,66977107
FRA,2021-10-29,115260,6975016,155072412,99899300,51818126,50204266,6534,66977107
FRA,2021-10-30,115282,6982376,155404281,100003551,51838704,50237184,6524,66977107
FRA,2021-10-31,115294,6988705,155479432,100013400,51841223,50241028,6572,66977107
FRA,2021-11-01,115296,6990332,155565322,100030040,51849767,50246048,6639,66977107
FRA,2021-11-02,115383,6992339,155935705,100190293,51876154,50282284,6680,66977107
FRA,2021-11-03,115418,7002389,156216739,100387485,51906288,50325840,6764,66977107
FRA,2021-11-04,115457,7011068,156492394,100556590,51930112,50357414,6718,66977107
FRA,2021-11-05,115481,7019847,156859663,100783863,51962534,50402065,6735,66977107
FRA,2021-11-06,115506,7029452,157162948,100905002,51984088,50434449,6667,66977107
FRA,2021-11-07,115516,7037999,157227014,100916800,51986518,50438448,6709,66977107
FRA,2021-11-08,115558,7039756,157599133,101102639,52007152,50469398,6865,66977107
FRA,2021-11-09,115597,7051795,157928677,101331818,52029595,50502251,6851,66977107
FRA,2021-11-10,115630,7062794,158283126,101605831,52061216,50546273,6906,66977107
FRA,2021-11-11,115643,7075244,158369317,101630352,52065966,50552179,6952,66977107
FRA,2021-11-12,115691,7079005,158850691,101898596,52095070,50593891,7046,66977107
FRA,2021-11-13,115707,7093651,159182198,102032398,52115427,50622117,7050,66977107
FRA,2021-11-14,115724,7106147,159250398,102045809,52117794,50625479,7111,66977107
FRA,2021-11-15,115795,7109125,159709411,102266106,52138319,50653259,7361,66977107
FRA,2021-11-16,115842,7128903,160142928,102534490,52161994,50680958,7535,66977107
FRA,2021-11-17,115898,7149118,160548882,102815586,52192539,50717404,7663,66977107
FRA,2021-11-18,115947,7168026,160993951,103076951,52215999,50746792,7787,66977107
FRA,2021-11-19,115994,7188721,161563256,103415757,52249695,50786695,7940,66977107
FRA,2021-11-20,116017,7211399,161985683,103580244,52275121,50815962,7974,66977107
FRA,2021-11-21,116032,7231148,162065135,103597056,52277787,50819405,8038,66977107
FRA,2021-11-22,116127,7235966,162680252,103833898,52300611,50838314,8338,66977107
FRA,2021-11-23,116210,7266361,163281057,104135138,52326349,50862425,8525,66977107
FRA,2021-11-24,116289,7296757,163870323,104446176,52358172,50896897,8765,66977107
FRA,2021-11-25,116356,7330086,164530800,104777733,52383826,50921943,8981,66977107
FRA,2021-11-26,116416,7364380,165301298,105266090,52417082,50959336,9181,66977107
FRA,2021-11-27,116448,7401437,165848318,105554519,52440590,50987774,9271,66977107
FRA,2021-11-28,116469,7433018,165961482,105625341,52444118,50991831,9381,66977107
FRA,2021-11-29,116591,7441297,166814518,106041289,52463567,51014919,9860,66977107
FRA,2021-11-30,116702,7486179,167626716,106596355,52488356,51041709,10249,66977107
FRA,2021-12-01,116793,7535587,168420885,107169560,52515757,51073015,10558,66977107
FRA,2021-12-02,116895,7583957,169266591,107791691,52537890,51094008,10790,66977107
FRA,2021-12-03,117016,7633529,170187199,108507991,52563472,51128328,11103,66977107
FRA,2021-12-04,117064,7684993,170894784,108923623,52581814,51153987,11340,66977107
FRA,2021-12-05,117091,7727146,171050793,109039841,52585972,51158839,11526,66977107
FRA,2021-12-06,117283,7738424,172075405,109635421,52614424,51184052,12096,66977107
FRA,2021-12-07,117447,7794665,172985168,110397539,52637993,51212554,12714,66977107
FRA,2021-12-08,117579,7855841,173862294,111108710,52663520,51247485,13044,66977107
FRA,2021-12-09,117706,7912490,174777378,111892370,52687607,51276435,13363,66977107
FRA,2021-12-10,117851,7967415,175733994,112769576,52715686,51314358,13629,66977107
FRA,2021-12-11,117918,8021334,176467911,113302121,52735941,51344295,13855,66977107
FRA,2021-12-12,117966,8065182,176645955,113473534,52741626,51350678,14050,66977107
FRA,2021-12-13,118201,8076647,177725236,114175131,52762998,51380306,14527,66977107
FRA,2021-12-14,118357,8136637,178654395,115089809,52790989,51415699,14819,66977107
FRA,2021-12-15,118504,8202064,179580492,115929196,52819447,51455181,15062,66977107
FRA,2021-12-16,118676,8262620,180537412,116839647,52847505,51490253,15142,66977107
FRA,2021-12-17,118836,8320607,181565958,117810287,52879170,51533572,15410,66977107
FRA,2021-12-18,118921,8379143,182373517,118387946,52904115,51563608,15370,66977107
FRA,2021-12-19,118996,8427616,182583300,118595046,52912886,51571440,15528,66977107
FRA,2021-12-20,119212,8442487,183594872,119317262,52944671,51605247,15918,66977107
FRA,2021-12-21,119439,8515067,184574660,120153546,52984155,51643992,16076,66977107
FRA,2021-12-22,119608,8599161,185726867,120870297,53023721,51681066,16118,66977107
FRA,2021-12-23,119773,8685716,187242485,121426176,53057515,51711153,16060,66977107
FRA,2021-12-24,119940,8779840,188589889,121574346,53068216,51722789,16173,66977107
FRA,2021-12-25,120024,8884451,188772079,121586319,53068996,51724836,16162,66977107
FRA,2021-12-26,120120,8912148,189034950,121655164,53073695,51729571,16365,66977107
FRA,2021-12-27,120365,8941762,190350317,122224575,53104205,51762584,16921,66977107
FRA,2021-12-28,120659,9121078,191585084,122927743,53142574,51797665,17405,66977107
FRA,2021-12-29,120832,9323371,192914992,123558738,53182456,51830746,17856,66977107
FRA,2021-12-30,121012,9529614,194514059,124092315,53218384,51860246,18321,66977107
FRA,2021-12-31,121201,9761814,196119209,124246742,53230437,51871509,18715,66977107
FRA,2022-01-01,121311,9980940,196315678,124260126,53232034,51873317,18811,66977107
FRA,2022-01-02,121402,10039372,196691279,124337834,53238165,51878426,19043,66977107
FRA,2022-01-03,121672,10106833,198620158,124964228,53277916,51915301,19606,66977107
FRA,2022-01-04,122014,10371017,200303810,125761309,53320232,51955943,20186,66977107
FRA,2022-01-05,122250,10693911,202016682,126497383,53381458,51999736,20688,66977107
FRA,2022-01-06,122454,10952698,203927103,127293777,53425779,52039952,21169,66977107
FRA,2022-01-07,122640,11275841,205743342,128181792,53476626,52086789,21605,66977107
FRA,2022-01-08,122782,11579510,207024926,128732129,53521641,52121832,21721,66977107
FRA,2022-01-09,122872,11875607,207470524,128903219,53537255,52133313,21982,66977107
FRA,2022-01-10,123151,11963184,209693099,129503111,53572680,52176334,22749,66977107
FRA,2022-01-11,123490,12322734,211327789,130196163,53614636,52218727,23371,66977107
